record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified
4458,2023,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Ahmedabad,Navrangpura,State Road Development,Bridge Development,Vendor_1006,392154872,134450570,106152423,47931002,39311652,0.82,Completed,28-01-2023,07-06-2023,25-09-2023,264,4.32,Yes
4459,2024,Ministry of Education,PM Awas Yojana,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1001,187251219,83256632,50167816,20159574,9810292,0.487,Delayed,14-10-2023,02-02-2024,08-04-2024,48,4.66,No
4460,2023,Ministry of Infrastructure,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,School Building,Vendor_1072,74745680,36093002,17668861,19548661,8537885,0.437,Delayed,28-07-2024,20-11-2024,08-12-2024,204,2.86,Yes
4461,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Road Construction,Vendor_1077,262108228,174820084,91698577,59051685,12842007,0.217,Completed,01-04-2023,09-06-2023,11-06-2023,269,4.55,No
4462,2023,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,Bridge Development,Vendor_1068,128448114,64112714,20882241,20072848,16133502,0.804,Ongoing,30-04-2023,09-09-2023,15-12-2023,62,3.63,Yes
4463,2024,Ministry of Rural Development,PM Gram Sadak Yojana,Karnataka,Bangalore,Whitefield,State Road Development,School Building,Vendor_1009,209695455,130156562,93527120,110719625,97965503,0.885,Completed,07-05-2024,27-10-2024,01-01-2025,289,1.94,Yes
4464,2025,Ministry of Infrastructure,Jal Jeevan Mission,Karnataka,Bangalore,Whitefield,Urban Transport Improvement,Bridge Development,Vendor_1056,148671701,66743482,49307589,28643796,22235040,0.776,Ongoing,21-04-2024,25-06-2024,10-07-2024,0,4.4,No
4465,2023,Ministry of Rural Development,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,School Building,Vendor_1066,368576281,116039051,66094686,26924106,25063222,0.931,Ongoing,19-04-2023,18-08-2023,08-10-2023,256,1.12,No
4466,2023,Ministry of Education,PM Awas Yojana,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,Bridge Development,Vendor_1050,273567967,119174739,63530607,44705112,55172876,1.234,Completed,08-02-2023,29-06-2023,04-07-2023,19,3.3,Yes
4467,2024,Ministry of Rural Development,Jal Jeevan Mission,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,Hospital Upgrade,Vendor_1077,121816934,54594389,40721494,18631912,11884510,0.638,Delayed,10-05-2024,18-07-2024,21-10-2024,179,3.82,No
4468,2025,Ministry of Health,Ayushman Bharat,Maharashtra,Nagpur,Sitabuldi,Urban Housing Scheme,Hospital Upgrade,Vendor_1023,304217056,160059597,84650774,57891836,46585676,0.805,Ongoing,03-01-2023,26-03-2023,21-03-2023,264,2.99,No
4469,2023,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Water Pipeline,Vendor_1044,201854276,123374676,50164709,42705124,48819926,1.143,Delayed,03-12-2023,08-04-2024,28-03-2024,269,4.81,Yes
4470,2025,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,State Road Development,Water Pipeline,Vendor_1011,208418300,79983933,58400927,39279783,22921593,0.584,Ongoing,18-07-2023,22-09-2023,21-11-2023,256,1.19,No
4471,2023,Ministry of Infrastructure,Digital India,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Hospital Upgrade,Vendor_1006,117205457,52370607,21517006,10607468,13142734,1.239,Ongoing,13-04-2023,02-10-2023,19-10-2023,36,1.58,Yes
4472,2024,Ministry of Rural Development,Digital India,Maharashtra,Mumbai,Bandra,State Road Development,Road Construction,Vendor_1006,235455452,128289085,97095316,111376950,109091214,0.979,Delayed,11-10-2024,31-03-2025,26-05-2025,267,2.87,No
4473,2024,Ministry of Rural Development,Digital India,Maharashtra,Mumbai,Borivali,Smart City Initiative,School Building,Vendor_1027,216866717,102472262,57259181,27898193,10599244,0.38,Ongoing,29-01-2024,29-06-2024,08-08-2024,83,4.11,No
4474,2025,Ministry of Rural Development,Digital India,Gujarat,Surat,Adajan,Smart City Initiative,Road Construction,Vendor_1001,178263480,65537979,29061090,22149928,15789975,0.713,Delayed,10-05-2023,13-07-2023,20-10-2023,143,4.01,No
4475,2025,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Water Pipeline,Vendor_1058,91723784,30465997,19276071,20226736,24765629,1.224,Delayed,17-01-2024,07-06-2024,03-06-2024,177,2.98,Yes
4476,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,School Building,Vendor_1077,272655216,91552125,36368280,38760387,41907323,1.081,Completed,21-01-2023,27-05-2023,02-08-2023,0,3.67,No
4477,2023,Ministry of Education,PM Awas Yojana,Karnataka,Hubli,Keshwapur,Smart City Initiative,Water Pipeline,Vendor_1008,158038049,52654829,34558598,13971820,6990779,0.5,Delayed,23-06-2024,08-10-2024,14-11-2024,79,1.17,Yes
4478,2023,Ministry of Infrastructure,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,School Building,Vendor_1023,74939275,32989514,16384059,12871809,12172515,0.946,Delayed,15-06-2024,06-09-2024,17-10-2024,43,4.67,Yes
4479,2025,Ministry of Rural Development,Digital India,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,School Building,Vendor_1019,70048973,22080421,14984556,15355109,19392958,1.263,Delayed,22-06-2023,26-08-2023,04-10-2023,219,4.59,No
4480,2024,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,School Building,Vendor_1055,273914709,114511028,41591488,22781781,27481959,1.206,Ongoing,28-09-2024,22-12-2024,09-01-2025,39,4.55,Yes
4481,2023,Ministry of Health,PM Gram Sadak Yojana,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,Hospital Upgrade,Vendor_1085,355173445,165662060,78757642,72208126,39427391,0.546,Ongoing,07-09-2024,14-02-2025,25-03-2025,248,4.03,Yes
4482,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,School Building,Vendor_1006,326405092,217744538,109086870,58940536,47193623,0.801,Delayed,18-02-2024,22-04-2024,07-05-2024,30,1.97,No
4483,2023,Ministry of Health,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Road Construction,Vendor_1091,320949297,197622226,148426546,119795330,149907098,1.251,Completed,09-01-2024,28-03-2024,24-07-2024,19,2.47,Yes
4484,2023,Ministry of Education,Jal Jeevan Mission,Gujarat,Surat,Adajan,Urban Housing Scheme,School Building,Vendor_1069,117580401,63014510,43282871,29237933,22096088,0.756,Completed,18-10-2023,12-02-2024,15-03-2024,97,3.87,Yes
4485,2024,Ministry of Education,Jal Jeevan Mission,Gujarat,Surat,Adajan,Urban Housing Scheme,Road Construction,Vendor_1009,323258016,129717062,61477183,69760112,87075960,1.248,Delayed,02-03-2024,26-08-2024,23-09-2024,154,3.11,Yes
4486,2023,Ministry of Education,Jal Jeevan Mission,Maharashtra,Nashik,Panchavati,State Road Development,Bridge Development,Vendor_1021,399053324,178961108,122675635,121728148,68451489,0.562,Completed,20-01-2024,25-05-2024,04-07-2024,246,2.76,No
4487,2025,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,Water Pipeline,Vendor_1073,331605502,206082387,86812788,55399981,44990688,0.812,Delayed,29-06-2024,04-12-2024,08-11-2024,63,2.8,Yes
4488,2023,Ministry of Health,Jal Jeevan Mission,Gujarat,Surat,Adajan,Urban Housing Scheme,Hospital Upgrade,Vendor_1045,301867873,109337487,46497360,31332623,14090190,0.45,Completed,15-02-2023,12-06-2023,24-06-2023,220,3.43,No
4489,2024,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,State Road Development,Bridge Development,Vendor_1097,284226401,170577750,78859427,39400446,50445465,1.28,Ongoing,23-09-2024,04-01-2025,29-01-2025,287,4.27,No
4490,2025,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Water Pipeline,Vendor_1092,228806632,112323862,68730979,49525203,41953931,0.847,Completed,12-01-2023,30-05-2023,06-06-2023,98,3.12,No
4491,2024,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,Hospital Upgrade,Vendor_1060,175681731,58551508,34130813,27607506,28945537,1.048,Completed,04-01-2023,23-04-2023,14-06-2023,231,3.46,No
4492,2023,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,State Road Development,School Building,Vendor_1010,163744921,70645272,31976054,16519812,12227099,0.74,Ongoing,04-07-2023,10-10-2023,29-12-2023,274,4.5,Yes
4493,2023,Ministry of Infrastructure,Digital India,Maharashtra,Nagpur,Sitabuldi,Urban Transport Improvement,Hospital Upgrade,Vendor_1050,288559708,184192048,84619722,56500369,15627405,0.277,Completed,08-10-2024,06-04-2025,23-07-2025,70,1.39,No
4494,2023,Ministry of Education,Digital India,Gujarat,Surat,Adajan,Urban Transport Improvement,Hospital Upgrade,Vendor_1071,236975894,81861345,43037074,35017814,21238500,0.607,Delayed,03-02-2023,04-06-2023,25-07-2023,125,1.01,No
4495,2023,Ministry of Health,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,State Road Development,Road Construction,Vendor_1047,272232865,182513851,132167623,96015077,75965216,0.791,Completed,20-01-2024,26-04-2024,21-07-2024,189,2.52,Yes
4496,2025,Ministry of Infrastructure,PM Awas Yojana,Gujarat,Surat,Adajan,Urban Housing Scheme,Bridge Development,Vendor_1073,200247336,122787516,88334136,90505319,29737539,0.329,Delayed,28-08-2023,17-12-2023,12-04-2024,183,1.75,Yes
4497,2024,Ministry of Health,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Road Construction,Vendor_1030,85457958,32583667,25866838,25430766,9391487,0.369,Delayed,10-01-2023,27-06-2023,04-09-2023,71,4.95,Yes
4498,2023,Ministry of Health,Jal Jeevan Mission,Karnataka,Bangalore,Whitefield,Smart City Initiative,Bridge Development,Vendor_1005,139645626,49884712,17927338,19304051,14048089,0.728,Completed,17-08-2023,08-01-2024,11-04-2024,215,2.74,No
4499,2025,Ministry of Health,PM Awas Yojana,Karnataka,Bangalore,Whitefield,Smart City Initiative,Hospital Upgrade,Vendor_1005,54565068,29548973,11141935,9573607,2136108,0.223,Delayed,13-08-2024,14-10-2024,29-01-2025,263,2.48,No
4500,2023,Ministry of Health,Ayushman Bharat,Karnataka,Mysore,VV Mohalla,Smart City Initiative,Hospital Upgrade,Vendor_1018,265270987,114994699,76161629,65726908,31101137,0.473,Completed,30-09-2024,12-02-2025,22-05-2025,50,3.92,Yes
4501,2023,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,Road Construction,Vendor_1088,79381079,44871408,30038945,13166365,7787855,0.591,Completed,02-05-2023,03-08-2023,25-08-2023,135,1,No
4502,2024,Ministry of Rural Development,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,Water Pipeline,Vendor_1076,348530830,169793623,70578205,74386698,19131114,0.257,Ongoing,26-11-2023,05-02-2024,04-03-2024,134,4.68,Yes
4503,2025,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,State Road Development,Bridge Development,Vendor_1020,371356397,213532736,79709920,81816267,80148846,0.98,Completed,13-01-2024,21-05-2024,18-06-2024,54,4.2,No
4504,2024,Ministry of Rural Development,Ayushman Bharat,Karnataka,Mysore,VV Mohalla,State Road Development,Road Construction,Vendor_1030,283004584,170861951,131108538,147547447,148400826,1.006,Ongoing,05-09-2023,12-11-2023,29-12-2023,101,1.4,No
4505,2025,Ministry of Education,Ayushman Bharat,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,School Building,Vendor_1030,303753149,163487634,128621445,127394645,53584405,0.421,Delayed,13-10-2024,16-02-2025,24-02-2025,90,3.99,No
4506,2024,Ministry of Health,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Road Construction,Vendor_1026,331169156,192248086,113783026,68688489,55925673,0.814,Completed,25-02-2023,15-06-2023,03-10-2023,110,4.9,Yes
4507,2024,Ministry of Rural Development,Jal Jeevan Mission,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Hospital Upgrade,Vendor_1086,175353091,68667617,49970210,49982367,64838943,1.297,Ongoing,26-06-2024,31-08-2024,08-12-2024,208,3.33,Yes
4508,2023,Ministry of Health,PM Awas Yojana,Maharashtra,Nagpur,Sitabuldi,Urban Transport Improvement,Road Construction,Vendor_1015,99604347,63812661,25450506,26154896,32896528,1.258,Ongoing,09-03-2024,03-09-2024,18-12-2024,256,4.02,Yes
4509,2025,Ministry of Health,PM Awas Yojana,Maharashtra,Mumbai,Borivali,State Road Development,Water Pipeline,Vendor_1008,247820701,165064305,56548915,26642373,15475517,0.581,Ongoing,12-09-2023,15-12-2023,18-02-2024,146,2.84,Yes
4510,2025,Ministry of Infrastructure,Ayushman Bharat,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,School Building,Vendor_1050,357570319,220738991,73886793,36582862,46516400,1.272,Delayed,05-10-2024,09-02-2025,23-01-2025,197,3.62,No
4511,2023,Ministry of Rural Development,Ayushman Bharat,Gujarat,Ahmedabad,Navrangpura,Urban Transport Improvement,School Building,Vendor_1080,123750643,70344022,49228593,21954694,16821151,0.766,Delayed,23-08-2023,28-01-2024,02-03-2024,94,1.34,Yes
4512,2025,Ministry of Rural Development,Digital India,Karnataka,Bangalore,Indiranagar,State Road Development,Road Construction,Vendor_1011,179636644,61665286,46696325,45369011,32561748,0.718,Ongoing,28-11-2023,05-03-2024,21-05-2024,278,4.18,No
4513,2025,Ministry of Education,Digital India,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,School Building,Vendor_1062,143638552,55304447,28644448,17756245,8770413,0.494,Completed,13-07-2023,12-12-2023,25-01-2024,73,3.8,No
4514,2025,Ministry of Education,Digital India,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Road Construction,Vendor_1081,199357487,134184196,100442534,71365209,46607914,0.653,Delayed,23-07-2024,18-10-2024,08-11-2024,23,1.55,Yes
4515,2024,Ministry of Health,PM Awas Yojana,Gujarat,Surat,Adajan,State Road Development,Bridge Development,Vendor_1053,309098312,125560669,60295383,63831066,48687292,0.763,Ongoing,08-01-2024,15-05-2024,09-06-2024,277,3.08,No
4516,2024,Ministry of Health,PM Gram Sadak Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Bridge Development,Vendor_1031,73528662,41755436,27605741,29788169,38288008,1.285,Completed,15-08-2023,23-01-2024,03-03-2024,53,4.86,Yes
4517,2025,Ministry of Education,PM Gram Sadak Yojana,Maharashtra,Nashik,Panchavati,State Road Development,Water Pipeline,Vendor_1037,212971372,101606107,48751214,50876766,39973466,0.786,Delayed,03-09-2023,20-02-2024,28-04-2024,37,1.14,Yes
4518,2025,Ministry of Education,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Bridge Development,Vendor_1043,54834163,38003816,28479566,18242382,9213441,0.505,Ongoing,25-10-2023,01-01-2024,17-03-2024,8,4.03,Yes
4519,2023,Ministry of Education,Ayushman Bharat,Karnataka,Bangalore,Indiranagar,State Road Development,Hospital Upgrade,Vendor_1011,388174350,134114754,79959532,88980993,106881145,1.201,Ongoing,15-05-2024,11-11-2024,01-01-2025,270,2.29,No
4520,2024,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Nashik,Panchavati,Smart City Initiative,School Building,Vendor_1032,318767996,147382068,117366133,65257811,74982776,1.149,Delayed,02-10-2023,29-03-2024,06-05-2024,294,4.55,No
4521,2025,Ministry of Rural Development,Jal Jeevan Mission,Karnataka,Bangalore,Indiranagar,Smart City Initiative,Road Construction,Vendor_1041,305721336,208035454,87318147,42482823,24182485,0.569,Completed,07-06-2023,20-09-2023,16-12-2023,237,4,Yes
4522,2025,Ministry of Education,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Smart City Initiative,Bridge Development,Vendor_1023,312851093,127955495,56802982,45810535,50646673,1.106,Delayed,20-05-2023,26-08-2023,20-11-2023,267,4.26,Yes
4523,2025,Ministry of Rural Development,Jal Jeevan Mission,Karnataka,Bangalore,Indiranagar,Urban Transport Improvement,Hospital Upgrade,Vendor_1014,233707465,82853286,34987015,32872820,15648244,0.476,Ongoing,30-01-2024,15-04-2024,13-06-2024,80,1.6,No
4524,2024,Ministry of Infrastructure,Digital India,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Water Pipeline,Vendor_1090,317987535,124904573,84780879,72959406,58374629,0.8,Ongoing,12-06-2023,07-12-2023,28-02-2024,247,1.44,Yes
4525,2023,Ministry of Rural Development,Jal Jeevan Mission,Karnataka,Mysore,VV Mohalla,State Road Development,Road Construction,Vendor_1001,102444876,43359144,30772761,17384706,5760347,0.331,Completed,11-03-2024,04-07-2024,24-07-2024,26,1.8,Yes
4526,2023,Ministry of Health,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Bridge Development,Vendor_1053,71984600,35174545,12642781,14453567,17336519,1.199,Completed,09-07-2024,18-11-2024,26-02-2025,155,4.88,No
4527,2024,Ministry of Health,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Bridge Development,Vendor_1089,312889556,133663620,77644497,67657916,30626160,0.453,Completed,06-07-2023,05-09-2023,27-11-2023,290,2.62,No
4528,2023,Ministry of Health,Digital India,Gujarat,Vadodara,Alkapuri,State Road Development,Water Pipeline,Vendor_1069,208628207,136138529,58190026,65036890,79284807,1.219,Completed,16-07-2023,09-11-2023,12-11-2023,6,3.38,Yes
4529,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Maharashtra,Mumbai,Borivali,State Road Development,Bridge Development,Vendor_1003,335748158,124885041,56172632,32175795,36741528,1.142,Delayed,02-05-2024,06-07-2024,17-10-2024,114,4.37,No
4530,2023,Ministry of Health,Ayushman Bharat,Tamil Nadu,Madurai,Anna Nagar,Urban Transport Improvement,School Building,Vendor_1073,151828872,90008128,71451326,30897045,16974343,0.549,Delayed,12-04-2024,24-08-2024,20-10-2024,64,2.78,No
4531,2025,Ministry of Education,Jal Jeevan Mission,Maharashtra,Nagpur,Dharampeth,Urban Transport Improvement,Road Construction,Vendor_1058,370875934,177131831,125114540,58458442,50100954,0.857,Completed,02-10-2024,03-02-2025,20-05-2025,161,2.49,No
4532,2024,Ministry of Education,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,State Road Development,Bridge Development,Vendor_1071,384592511,248929840,138860430,97100440,56442038,0.581,Ongoing,16-12-2023,30-03-2024,17-06-2024,81,3.49,No
4533,2024,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1063,281274265,182868097,129416686,94857414,112133414,1.182,Delayed,11-11-2024,05-04-2025,01-06-2025,244,3.44,No
4534,2024,Ministry of Rural Development,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Hospital Upgrade,Vendor_1038,58485882,38207353,22696200,13164176,11962824,0.909,Delayed,26-05-2024,15-09-2024,27-08-2024,15,4.64,No
4535,2024,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Bridge Development,Vendor_1055,396570447,196337367,94611798,72353420,77097898,1.066,Ongoing,27-01-2023,03-06-2023,09-09-2023,201,1.34,Yes
4536,2023,Ministry of Health,Digital India,Maharashtra,Pune,Hinjewadi,Smart City Initiative,School Building,Vendor_1086,55681727,23441558,13184815,15703646,8960821,0.571,Ongoing,04-08-2023,20-01-2024,15-02-2024,197,3.36,Yes
4537,2023,Ministry of Health,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Road Construction,Vendor_1095,308697776,107562747,84461862,100931411,95511096,0.946,Ongoing,12-10-2024,12-01-2025,24-12-2024,218,2.77,Yes
4538,2025,Ministry of Education,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Bridge Development,Vendor_1026,75362435,23391388,9276949,10773627,10341853,0.96,Delayed,15-08-2023,17-12-2023,30-12-2023,76,4.02,No
4539,2025,Ministry of Education,Ayushman Bharat,Maharashtra,Pune,Hinjewadi,Urban Housing Scheme,Bridge Development,Vendor_1043,92456455,49383377,25720824,18183188,11969600,0.658,Ongoing,26-04-2023,21-07-2023,05-08-2023,197,3.44,No
